cmod, load_min, load_max
0.0009833344, 207.67, 41.61
0.0009858429, 208.95, 42.96
0.0009883514, 210.23, 44.31
0.0009908599, 211.51, 45.65
0.0009933684, 212.79, 46.98
0.0009958769, 214.07, 48.28
0.0009983854, 215.35, 49.56
0.0010008939, 216.63, 50.81
0.0010034024, 217.91, 52.06
0.0010059109, 219.19, 53.31
0.0010084195, 220.47, 54.55
0.0010109280, 221.75, 55.80
0.0010134365, 223.03, 57.05
0.0010159450, 224.31, 58.30
0.0010184535, 225.59, 59.55
0.0010209620, 226.87, 60.79
0.0010234705, 228.15, 62.04
0.0010259790, 229.43, 63.29
0.0010284875, 230.71, 64.54
0.0010309960, 231.99, 65.79
0.0010335045, 233.27, 67.03
0.0010360130, 234.55, 68.28
0.0010385215, 235.83, 69.53
0.0010410300, 237.11, 70.78
0.0010435385, 238.39, 72.03
0.0010460470, 239.67, 73.27
0.0010485555, 240.95, 74.52
0.0010510641, 242.23, 75.77
0.0010535726, 243.51, 77.02
0.0010560811, 244.79, 78.27
0.0010585896, 246.07, 79.52
0.0010610981, 247.35, 80.76
0.0010636066, 248.63, 82.01
0.0010661151, 249.91, 83.26
0.0010686236, 251.19, 84.51
0.0010711321, 252.47, 85.76
0.0010736406, 253.75, 87.00
0.0010761491, 255.03, 88.25
0.0010786576, 256.31, 89.50
0.0010811661, 257.59, 90.75
0.0010836746, 258.87, 92.00
0.0010861831, 260.15, 93.24
0.0010886916, 261.43, 94.49
0.0010912002, 262.71, 95.74
0.0010937087, 263.99, 96.99
0.0010962172, 265.27, 98.24
0.0010987257, 266.55, 99.48
0.0011012342, 267.83, 100.73
0.0011037427, 269.11, 101.98
0.0011062512, 270.39, 103.23
0.0011087597, 271.67, 104.48
0.0011112682, 272.95, 105.72
0.0011137767, 274.23, 106.97
0.0011162852, 275.51, 108.22
0.0011187937, 276.79, 109.47
0.0011213022, 278.07, 110.72
0.0011238107, 279.35, 111.96
0.0011263192, 280.63, 113.21
0.0011288277, 281.91, 114.46
0.0011313362, 283.19, 115.71
0.0011338448, 284.47, 116.96
0.0011363533, 285.75, 118.21
0.0011388618, 287.03, 119.45
0.0011413703, 288.31, 120.70
0.0011438788, 289.59, 121.95
0.0011463873, 290.87, 123.20
0.0011488958, 292.15, 124.45
0.0011514043, 293.43, 125.69
0.0011539128, 294.71, 126.94
0.0011564213, 295.99, 128.19
0.0011589298, 297.27, 129.44
0.0011614383, 298.55, 130.69
0.0011639468, 299.83, 131.93
0.0011664553, 301.11, 133.18
0.0011689638, 302.39, 134.43
0.0011714723, 303.67, 135.68
0.0011739809, 304.95, 136.93
0.0011764894, 306.23, 138.17
0.0011789979, 307.51, 139.42
0.0011815064, 308.79, 140.67
0.0011840149, 310.07, 141.92
0.0011865234, 311.35, 143.17
0.0011890319, 312.63, 144.41
0.0011915404, 313.91, 145.66
0.0011940489, 315.19, 146.91
0.0011965574, 316.47, 148.16
0.0011990659, 317.75, 149.41
0.0012015744, 319.03, 150.65
0.0012040829, 320.31, 151.90
0.0012065914, 321.59, 153.15
0.0012090999, 322.87, 154.40
0.0012116084, 324.15, 155.65
0.0012141170, 325.43, 156.90
0.0012166255, 326.71, 158.14
0.0012191340, 327.99, 159.39
0.0012216425, 329.27, 160.64
0.0012241510, 330.55, 161.89
0.0012266595, 331.83, 163.14
0.0012291680, 333.11, 164.38
0.0012316765, 334.39, 165.63
0.0012341850, 335.67, 166.88
0.0012366935, 336.95, 168.13
0.0012392020, 338.23, 169.38
0.0012417105, 339.51, 170.62
0.0012442190, 340.79, 171.87
0.0012467275, 342.07, 173.12
0.0012492360, 343.35, 174.37
0.0012517445, 344.63, 175.62
0.0012542530, 345.91, 176.86
0.0012567616, 347.19, 178.11
0.0012592701, 348.47, 179.36
0.0012617786, 349.75, 180.61
0.0012642871, 351.03, 181.86
0.0012667956, 352.31, 183.10
0.0012693041, 353.59, 184.35
0.0012718126, 354.87, 185.60
0.0012743211, 356.15, 186.85
0.0012768296, 357.43, 188.10
0.0012793381, 358.71, 189.35
0.0012818466, 359.99, 190.59
0.0012843551, 361.27, 191.84
0.0012868636, 362.55, 193.09
0.0012893721, 363.83, 194.34
0.0012918806, 365.11, 195.59
0.0012943891, 366.39, 196.83
0.0012968977, 367.67, 198.08
0.0012994062, 368.95, 199.33
0.0013019147, 370.23, 200.58
0.0013044232, 371.51, 201.83
0.0013069317, 372.79, 203.07
0.0013094402, 374.07, 204.32
0.0013119487, 375.35, 205.57
0.0013144572, 376.63, 206.82
0.0013169657, 377.91, 208.07
0.0013194742, 379.19, 209.31
0.0013219827, 380.47, 210.56
0.0013244912, 381.75, 211.81
0.0013269997, 383.03, 213.06
0.0013295082, 384.31, 214.31
0.0013320167, 385.59, 215.55
0.0013345252, 386.87, 216.80
0.0013370337, 388.15, 218.05
0.0013395423, 389.43, 219.30
0.0013420508, 390.71, 220.55
0.0013445593, 391.99, 221.79
0.0013470678, 393.27, 223.04
0.0013495763, 394.55, 224.29
0.0013520848, 395.83, 225.54
0.0013545933, 397.11, 226.79
0.0013571018, 398.39, 228.04
0.0013596103, 399.67, 229.28
0.0013621188, 400.95, 230.53
0.0013646273, 402.23, 231.78
0.0013671358, 403.51, 233.03
0.0013696443, 404.79, 234.28
0.0013721528, 406.07, 235.52
0.0013746613, 407.35, 236.77
0.0013771698, 408.63, 238.02
0.0013796784, 409.91, 239.27
0.0013821869, 411.19, 240.52
0.0013846954, 412.47, 241.76
0.0013872039, 413.75, 243.01
0.0013897124, 415.03, 244.26
0.0013922209, 416.31, 245.51
0.0013947294, 417.59, 246.76
0.0013972379, 418.87, 248.00
0.0013997464, 420.15, 249.25
0.0014022549, 421.43, 250.50
0.0014047634, 422.71, 251.75
0.0014072719, 423.99, 253.00
0.0014097804, 425.27, 254.24
0.0014122889, 426.55, 255.49
0.0014147974, 427.83, 256.74
0.0014173059, 429.11, 257.99
0.0014198144, 430.39, 259.24
0.0014223230, 431.67, 260.49
0.0014248315, 432.95, 261.73
0.0014273400, 434.24, 262.98
0.0014298485, 435.52, 264.23
0.0014323570, 436.80, 265.48
0.0014348655, 438.08, 266.73
0.0014373740, 439.36, 267.97
0.0014398825, 440.64, 269.22
0.0014423910, 441.92, 270.47
0.0014448995, 443.20, 271.72
0.0014474080, 444.48, 272.97
0.0014499165, 445.76, 274.21
0.0014524250, 447.04, 275.46
0.0014549335, 448.32, 276.71
0.0014574420, 449.60, 277.96
0.0014599505, 450.88, 279.21
0.0014624591, 452.16, 280.45
0.0014649676, 453.44, 281.70
0.0014674761, 454.72, 282.95
0.0014699846, 456.00, 284.20
0.0014724931, 457.28, 285.45
0.0014750016, 458.56, 286.69
0.0014775101, 459.84, 287.94
0.0014800186, 461.12, 289.19
0.0014825271, 462.40, 290.44
0.0014850356, 463.68, 291.69
0.0014875441, 464.96, 292.93
0.0014900526, 466.24, 294.18
0.0014925611, 467.52, 295.43
0.0014950696, 468.80, 296.68
0.0014975781, 470.08, 297.93
0.0015000866, 471.36, 299.18
0.0015025952, 472.64, 300.42
0.0015051037, 473.92, 301.67
0.0015076122, 475.20, 302.92
0.0015101207, 476.48, 304.17
0.0015126292, 477.76, 305.42
0.0015151377, 479.04, 306.66
0.0015176462, 480.32, 307.91
0.0015201547, 481.60, 309.16
0.0015226632, 482.88, 310.41
0.0015251717, 484.16, 311.66
0.0015276802, 485.44, 312.90
0.0015301887, 486.72, 314.15
0.0015326972, 488.00, 315.40
