cmod, load_min, load_max
0.0284239800, 793.48, 1039.04
0.0284595800, 794.12, 1038.70
0.0284951800, 794.40, 1037.62
0.0285307800, 794.06, 1037.81
0.0285663800, 793.04, 1036.09
0.0286019800, 792.36, 1036.12
0.0286375700, 792.70, 1034.43
0.0286731700, 793.94, 1033.48
0.0287087700, 793.56, 1032.62
0.0287443700, 792.83, 1031.80
0.0287799700, 791.80, 1031.65
0.0288155700, 792.67, 1031.14
0.0288511700, 793.13, 1030.57
0.0288867700, 792.67, 1029.08
0.0289223700, 791.15, 1029.69
0.0289579700, 792.30, 1029.61
0.0289935700, 791.00, 1028.05
0.0290291700, 792.06, 1027.76
0.0290647700, 791.65, 1027.20
0.0291003700, 791.42, 1025.93
0.0291359700, 792.54, 1025.22
0.0291715700, 790.67, 1026.37
0.0292071700, 791.80, 1026.02
0.0292427700, 791.46, 1025.77
0.0292783700, 790.61, 1026.58
0.0293139600, 790.26, 1024.44
0.0293495600, 790.57, 1024.79
0.0293851600, 788.12, 1023.48
0.0294207600, 789.33, 1023.08
0.0294563600, 790.85, 1021.97
0.0294919600, 791.37, 1022.21
0.0295275600, 791.19, 1022.78
0.0295631600, 790.81, 1021.59
0.0295987600, 791.17, 1022.26
0.0296343600, 789.99, 1023.28
0.0296699600, 787.62, 1022.47
0.0297055600, 788.02, 1019.82
0.0297411600, 788.78, 1019.90
0.0297767600, 789.63, 1020.00
0.0298123600, 790.35, 1018.60
0.0298479600, 788.82, 1019.04
0.0298835600, 789.14, 1018.63
0.0299191500, 788.18, 1018.51
0.0299547600, 788.30, 1018.72
0.0299903500, 789.25, 1018.89
0.0300259500, 787.40, 1018.08
0.0300615500, 787.56, 1016.18
0.0300971500, 788.30, 1016.69
0.0301327500, 788.41, 1016.42
0.0301683500, 788.20, 1017.38
0.0302039500, 786.68, 1016.52
0.0302395500, 786.96, 1015.59
0.0302751500, 786.26, 1015.75
0.0303107500, 786.29, 1015.81
0.0303463500, 787.21, 1014.92
0.0303819500, 786.28, 1013.83
0.0304175500, 786.62, 1014.84
0.0304531500, 786.44, 1014.19
0.0304887500, 784.03, 1013.70
0.0305243500, 784.18, 1014.15
0.0305599500, 785.33, 1013.98
0.0305955400, 783.98, 1014.45
0.0306311500, 783.98, 1012.94
0.0306667400, 784.58, 1013.79
0.0307023400, 784.99, 1013.05
0.0307379400, 784.72, 1011.04
0.0307735400, 784.13, 1012.69
0.0308091400, 783.36, 1010.89
0.0308447400, 783.03, 1012.04
0.0308803400, 782.32, 1010.65
0.0309159400, 782.79, 1013.07
0.0309515400, 781.60, 1010.60
0.0309871400, 781.78, 1011.17
0.0310227400, 783.20, 1010.94
0.0310583400, 781.63, 1011.94
0.0310939400, 781.41, 1011.91
0.0311295400, 781.20, 1011.18
0.0311651400, 780.97, 1009.11
0.0312007400, 780.43, 1009.12
0.0312363400, 780.28, 1009.46
0.0312719300, 778.84, 1008.19
0.0313075300, 780.47, 1008.95
0.0313431300, 781.56, 1008.65
0.0313787300, 779.79, 1009.22
0.0314143300, 777.82, 1007.57
0.0314499300, 777.48, 1006.79
0.0314855300, 777.58, 1005.74
0.0315211300, 777.75, 1007.09
0.0315567300, 777.98, 1008.34
0.0315923300, 776.02, 1004.70
0.0316279300, 776.43, 1006.27
0.0316635300, 778.54, 1006.24
0.0316991300, 778.38, 1005.94
0.0317347300, 777.67, 1005.56
0.0317703300, 776.05, 1005.23
0.0318059300, 776.55, 1005.62
0.0318415200, 774.84, 1004.96
0.0318771300, 774.21, 1005.78
0.0319127300, 774.77, 1005.67
0.0319483200, 776.46, 1006.11
0.0319839200, 774.50, 1004.96
0.0320195200, 775.19, 1004.87
0.0320551200, 773.91, 1005.29
0.0320907200, 775.00, 1004.13
0.0321263200, 774.92, 1004.22
0.0321619200, 773.47, 1003.33
0.0321975200, 773.00, 1003.90
0.0322331200, 773.21, 1002.73
0.0322687200, 773.18, 1003.76
0.0323043200, 772.83, 1004.48
0.0323399200, 772.81, 1004.24
0.0323755200, 773.08, 1003.59
0.0324111200, 773.41, 1003.65
0.0324467200, 771.79, 1003.00
0.0324823100, 772.54, 1002.06
0.0325179100, 771.90, 1003.03
0.0325535200, 772.54, 1002.17
0.0325891200, 771.87, 1001.38
0.0326247100, 772.16, 1002.26
0.0326603100, 771.13, 1002.66
0.0326959100, 771.90, 1003.55
0.0327315100, 772.68, 1003.10
0.0327671100, 770.72, 1002.71
0.0328027100, 771.39, 1001.87
0.0328383100, 769.77, 1002.23
0.0328739100, 770.71, 1001.73
0.0329095100, 771.52, 1002.03
0.0329451100, 770.89, 1002.05
0.0329807100, 770.66, 1001.41
0.0330163100, 770.13, 1001.68
0.0330519100, 771.02, 1000.52
0.0330875100, 769.75, 1002.43
0.0331231100, 769.81, 1001.64
0.0331587000, 768.71, 1002.23
0.0331943000, 768.83, 1002.47
0.0332299100, 768.97, 1002.06
0.0332655000, 769.50, 1002.40
0.0333011000, 769.47, 1000.12
0.0333367000, 769.12, 1001.21
0.0333723000, 770.11, 999.60
0.0334079000, 767.66, 1000.58
0.0334435000, 767.57, 1001.15
0.0334791000, 766.99, 1001.77
0.0335147000, 767.69, 999.90
0.0335503000, 766.70, 1000.47
0.0335859000, 766.44, 1000.24
0.0336215000, 767.36, 1000.38
0.0336571000, 766.85, 1000.22
0.0336927000, 768.67, 999.21
0.0337283000, 766.16, 1000.84
0.0337639000, 765.60, 998.53
0.0337995000, 765.76, 1000.59
0.0338350900, 767.31, 999.47
0.0338706900, 767.27, 999.50
0.0339063000, 766.72, 999.43
0.0339418900, 765.60, 999.76
0.0339774900, 765.23, 1001.10
0.0340130900, 764.77, 1000.15
0.0340486900, 766.00, 1000.32
0.0340842900, 764.74, 1000.07
0.0341198900, 765.34, 1001.80
0.0341554900, 765.37, 999.80
0.0341910900, 765.38, 999.57
0.0342266900, 765.03, 999.87
0.0342622900, 762.92, 999.46
0.0342978900, 764.69, 999.55
0.0343334900, 763.32, 999.48
0.0343690900, 763.45, 1000.52
0.0344046900, 763.31, 1000.34
0.0344402900, 763.46, 1001.38
0.0344758900, 762.60, 1000.50
0.0345114800, 763.74, 999.54
0.0345470900, 762.90, 999.14
0.0345826900, 763.13, 999.16
0.0346182800, 762.48, 1000.09
0.0346538800, 762.62, 998.39
0.0346894800, 763.06, 998.73
0.0347250800, 762.53, 998.60
0.0347606800, 762.28, 998.71
0.0347962800, 762.68, 999.18
0.0348318800, 761.22, 997.74
0.0348674800, 762.07, 997.04
0.0349030800, 760.60, 997.14
0.0349386800, 760.53, 998.35
0.0349742800, 760.28, 997.48
0.0350098800, 759.82, 998.69
0.0350454800, 760.18, 996.93
0.0350810800, 760.84, 997.10
0.0351166800, 759.90, 996.95
0.0351522800, 759.63, 996.63
0.0351878700, 758.88, 996.38
0.0352234800, 760.33, 996.58
0.0352590800, 758.31, 997.11
0.0352946700, 758.50, 996.37
0.0353302700, 757.30, 995.22
0.0353658700, 757.72, 996.21
0.0354014700, 757.90, 997.06
0.0354370700, 757.93, 995.38
0.0354726700, 757.74, 996.25
0.0355082700, 757.27, 995.25
0.0355438700, 756.85, 994.29
0.0355794700, 756.33, 995.18
0.0356150700, 756.20, 995.81
0.0356506700, 755.78, 995.69
0.0356862700, 756.81, 993.66
0.0357218700, 756.01, 994.43
0.0357574700, 755.66, 995.14
0.0357930700, 756.32, 995.41
0.0358286600, 755.61, 993.33
0.0358642600, 755.76, 994.27
0.0358998700, 755.46, 993.55
0.0359354700, 754.66, 993.74
0.0359710600, 752.72, 993.84
0.0360066600, 752.81, 994.01
0.0360422600, 752.99, 994.58
0.0360778600, 753.98, 994.08
0.0361134600, 750.99, 994.63
0.0361490600, 749.87, 992.97
0.0361846600, 750.23, 992.27
0.0362202600, 750.89, 991.10
0.0362558600, 749.77, 992.23
0.0362914600, 750.72, 992.53
0.0363270600, 749.85, 992.35
0.0363626600, 749.28, 992.30
0.0363982600, 747.96, 991.51
0.0364338600, 747.27, 991.23
0.0364694600, 746.27, 990.35
0.0365050500, 745.96, 991.26
0.0365406500, 746.54, 991.40
0.0365762600, 745.51, 991.71
0.0366118600, 746.15, 990.33
0.0366474500, 745.23, 991.15
0.0366830500, 745.96, 991.56
0.0367186500, 743.77, 989.43
0.0367542500, 743.30, 988.24
0.0367898500, 742.93, 988.32
0.0368254500, 742.57, 988.50
0.0368610500, 742.08, 988.60
0.0368966500, 742.24, 988.85
0.0369322500, 741.99, 988.73
0.0369678500, 741.14, 989.64
0.0370034500, 741.01, 988.61
0.0370390500, 741.08, 989.26
0.0370746500, 741.61, 989.10
0.0371102500, 739.16, 988.24
0.0371458500, 738.77, 988.61
0.0371814400, 738.37, 988.35
0.0372170500, 738.76, 987.91
0.0372526500, 737.20, 987.33
0.0372882400, 738.09, 987.26
0.0373238400, 736.63, 987.54
0.0373594400, 736.99, 988.81
0.0373950400, 737.37, 987.93
0.0374306400, 735.88, 988.31
0.0374662400, 734.65, 987.26
0.0375018400, 733.78, 987.64
0.0375374400, 734.66, 985.88
0.0375730400, 734.70, 985.59
0.0376086400, 733.76, 985.33
0.0376442400, 733.74, 985.63
0.0376798400, 733.20, 985.61
0.0377154400, 732.40, 985.69
0.0377510400, 733.09, 986.65
0.0377866400, 731.54, 984.70
0.0378222400, 731.75, 985.44
0.0378578300, 733.64, 985.02
0.0378934400, 731.69, 984.32
0.0379290400, 731.28, 984.06
0.0379646300, 730.44, 984.27
0.0380002300, 731.24, 984.28
0.0380358300, 728.89, 982.81
0.0380714300, 728.96, 982.79
0.0381070300, 729.97, 982.60
0.0381426300, 728.87, 983.35
0.0381782300, 728.95, 982.54
0.0382138300, 728.14, 982.30
0.0382494300, 728.14, 981.70
0.0382850300, 726.92, 981.53
0.0383206300, 727.22, 980.18
0.0383562300, 725.60, 980.19
0.0383918300, 726.19, 980.60
0.0384274300, 725.06, 981.21
0.0384630300, 724.90, 980.22
0.0384986300, 723.88, 980.42
0.0385342200, 722.87, 979.97
0.0385698300, 722.96, 979.77
0.0386054300, 723.52, 979.99
0.0386410200, 724.14, 979.78
0.0386766200, 722.84, 979.72
0.0387122200, 721.80, 979.33
0.0387478200, 720.99, 979.55
0.0387834200, 722.10, 979.82
0.0388190200, 722.59, 980.03
0.0388546200, 722.63, 979.12
0.0388902200, 720.54, 979.32
0.0389258200, 720.52, 978.94
0.0389614200, 720.47, 979.13
0.0389970200, 720.43, 980.37
0.0390326200, 719.33, 980.67
0.0390682200, 719.58, 979.05
0.0391038200, 719.50, 979.18
0.0391394200, 720.68, 979.75
0.0391750100, 720.53, 978.93
0.0392106100, 719.61, 979.45
0.0392462200, 719.81, 979.79
0.0392818200, 718.73, 978.82
0.0393174100, 717.99, 978.52
0.0393530100, 717.29, 978.07
0.0393886100, 717.77, 978.07
0.0394242100, 717.71, 978.51
0.0394598100, 717.80, 979.71
0.0394954100, 717.11, 978.36
0.0395310100, 717.10, 979.15
0.0395666100, 716.19, 977.26
0.0396022100, 716.96, 975.97
0.0396378100, 716.48, 976.97
0.0396734100, 715.70, 978.24
0.0397090100, 716.61, 976.67
0.0397446100, 717.86, 976.44
0.0397802100, 716.60, 976.31
0.0398158100, 715.79, 976.63
0.0398514000, 715.59, 976.58
0.0398870100, 715.14, 976.29
0.0399226100, 716.22, 976.43
0.0399582100, 715.86, 976.26
0.0399938000, 714.15, 976.21
0.0400294000, 714.59, 975.93
0.0400650000, 715.46, 976.69
0.0401006000, 716.14, 976.08
0.0401362000, 714.19, 977.34
0.0401718000, 714.07, 975.34
0.0402074000, 713.98, 976.15
0.0402430000, 714.62, 974.39
0.0402786000, 714.44, 975.53
0.0403142000, 714.70, 975.89
0.0403498000, 715.06, 975.61
0.0403854000, 713.56, 974.73
0.0404210000, 714.09, 974.70
0.0404566000, 713.17, 975.03
0.0404922000, 712.82, 974.76
0.0405277900, 713.31, 975.91
0.0405634000, 712.18, 974.83
0.0405990000, 711.62, 974.70
0.0406345900, 711.98, 973.42
0.0406701900, 712.85, 973.90
0.0407057900, 713.96, 972.66
0.0407413900, 712.81, 973.14
0.0407769900, 710.59, 971.62
0.0408125900, 710.19, 973.33
0.0408481900, 710.34, 972.09
0.0408837900, 711.00, 972.20
0.0409193900, 710.01, 973.26
0.0409549900, 710.28, 971.14
0.0409905900, 709.47, 970.54
0.0410261900, 710.88, 970.47
0.0410617900, 709.54, 971.46
0.0410973900, 709.64, 970.27
0.0411329900, 709.78, 971.04
0.0411685900, 708.70, 969.70
0.0412041800, 709.85, 970.13
0.0412397900, 709.62, 969.50
0.0412753900, 709.75, 969.56
0.0413109800, 710.95, 968.64
0.0413465800, 709.11, 969.19
0.0413821800, 708.65, 967.59
0.0414177800, 707.35, 968.65
0.0414533800, 707.04, 967.61
0.0414889800, 707.28, 967.47
0.0415245800, 705.91, 967.59
0.0415601800, 704.29, 967.21
0.0415957800, 704.97, 965.25
0.0416313800, 705.74, 966.08
0.0416669800, 706.35, 964.70
0.0417025800, 706.10, 965.86
0.0417381800, 705.65, 964.58
0.0417737800, 703.91, 964.38
0.0418093800, 704.18, 964.44
0.0418449800, 703.37, 964.90
0.0418805800, 703.95, 964.00
0.0419161800, 703.32, 963.22
0.0419517800, 703.18, 963.43
0.0419873700, 702.92, 963.83
0.0420229700, 702.29, 964.30
0.0420585700, 703.11, 962.18
0.0420941700, 702.85, 961.92
0.0421297700, 701.20, 960.93
0.0421653700, 700.78, 961.55
0.0422009700, 699.59, 960.97
0.0422365700, 701.00, 961.43
0.0422721700, 701.59, 960.28
0.0423077700, 700.84, 960.80
0.0423433700, 700.18, 960.96
0.0423789700, 699.43, 960.12
0.0424145700, 698.22, 959.17
0.0424501700, 698.57, 959.36
0.0424857700, 699.13, 960.42
0.0425213600, 700.10, 961.03
0.0425569700, 700.38, 960.01
0.0425925700, 700.25, 960.36
0.0426281700, 699.37, 960.16
0.0426637600, 698.80, 959.47
0.0426993600, 698.90, 958.96
0.0427349600, 698.46, 957.45
0.0427705600, 697.91, 957.87
0.0428061600, 698.34, 957.57
0.0428417600, 697.38, 957.92
0.0428773600, 697.75, 956.42
0.0429129600, 696.74, 957.33
0.0429485600, 696.92, 956.64
0.0429841600, 697.26, 957.24
0.0430197600, 696.93, 957.82
0.0430553600, 696.73, 957.74
0.0430909600, 696.59, 957.14
0.0431265600, 696.05, 956.92
0.0431621600, 696.36, 957.46
0.0431977500, 696.20, 956.50
0.0432333600, 696.12, 957.18
0.0432689600, 694.39, 956.08
0.0433045600, 695.06, 956.22
0.0433401500, 693.78, 954.78
0.0433757500, 693.89, 955.09
0.0434113500, 694.03, 956.96
0.0434469500, 692.43, 954.99
0.0434825500, 693.89, 955.72
0.0435181500, 694.03, 955.60
0.0435537500, 692.52, 956.01
0.0435893500, 691.70, 956.15
0.0436249500, 690.80, 955.06
0.0436605500, 690.30, 955.31
0.0436961500, 690.72, 953.55
0.0437317500, 691.41, 953.96
0.0437673500, 691.83, 954.33
0.0438029500, 690.72, 954.88
0.0438385500, 690.22, 953.75
0.0438741400, 689.97, 953.98
0.0439097500, 690.44, 953.47
0.0439453500, 689.66, 952.96
0.0439809400, 689.48, 953.73
0.0440165400, 689.11, 951.67
0.0440521400, 688.62, 952.79
0.0440877400, 688.16, 951.04
0.0441233400, 688.56, 951.41
0.0441589400, 687.74, 950.28
0.0441945400, 687.45, 950.44
0.0442301400, 686.72, 950.68
0.0442657400, 686.51, 949.54
0.0443013400, 685.53, 950.46
0.0443369400, 685.48, 949.08
0.0443725400, 686.43, 949.61
0.0444081400, 685.78, 948.20
0.0444437400, 685.41, 950.44
0.0444793400, 685.63, 948.21
0.0445149400, 683.53, 947.86
0.0445505400, 683.78, 947.37
0.0445861400, 683.69, 947.32
0.0446217400, 683.23, 947.06
0.0446573300, 683.51, 947.43
0.0446929300, 683.45, 948.10
0.0447285300, 683.23, 946.77
0.0447641300, 683.29, 946.70
0.0447997300, 682.89, 945.83
0.0448353300, 682.36, 946.11
0.0448709300, 682.47, 944.88
0.0449065300, 682.59, 944.91
0.0449421300, 682.57, 945.35
0.0449777300, 682.23, 945.77
0.0450133300, 682.68, 945.14
0.0450489300, 681.67, 943.72
0.0450845300, 681.78, 943.76
0.0451201300, 680.98, 943.10
0.0451557300, 680.52, 943.23
0.0451913300, 679.62, 942.65
0.0452269300, 679.62, 942.51
0.0452625300, 679.81, 942.71
0.0452981300, 679.60, 943.08
0.0453337200, 679.71, 944.26
0.0453693200, 679.93, 941.86
0.0454049200, 679.74, 942.51
0.0454405200, 679.21, 940.99
0.0454761200, 678.19, 941.43
0.0455117200, 677.96, 940.77
0.0455473200, 678.34, 940.75
0.0455829200, 675.84, 941.09
0.0456185200, 676.01, 941.62
0.0456541200, 676.21, 941.73
0.0456897200, 675.97, 941.34
0.0457253200, 674.20, 940.91
0.0457609200, 674.79, 939.54
0.0457965200, 674.90, 940.23
0.0458321200, 675.67, 941.31
0.0458677200, 674.69, 940.47
0.0459033200, 673.88, 939.69
0.0459389200, 673.45, 941.08
0.0459745200, 674.05, 939.16
0.0460101100, 674.78, 938.84
0.0460457100, 672.92, 938.19
0.0460813100, 671.58, 939.20
0.0461169100, 671.91, 938.85
0.0461525100, 672.00, 939.66
0.0461881100, 671.37, 937.95
0.0462237100, 672.06, 938.54
0.0462593100, 670.25, 936.93
0.0462949100, 671.43, 936.63
0.0463305100, 671.27, 936.06
0.0463661100, 670.80, 935.64
0.0464017100, 669.01, 936.41
0.0464373100, 668.97, 935.10
0.0464729100, 669.78, 935.29
0.0465085100, 668.95, 933.79
0.0465441000, 667.84, 935.24
0.0465797100, 669.97, 934.17
0.0466153100, 668.86, 934.69
0.0466509100, 669.16, 933.85
0.0466865000, 666.34, 934.34
0.0467221000, 665.86, 933.63
0.0467577000, 666.25, 932.74
0.0467933000, 665.99, 931.49
0.0468289000, 665.25, 931.65
0.0468645000, 665.40, 932.25
0.0469001000, 665.93, 930.32
0.0469357000, 666.71, 930.53
0.0469713000, 664.90, 930.16
0.0470069000, 664.92, 930.28
0.0470425000, 665.55, 929.82
0.0470781000, 665.15, 929.50
0.0471137000, 663.35, 928.93
0.0471493000, 663.18, 926.60
0.0471849000, 664.29, 927.79
0.0472205000, 666.03, 925.86
0.0472561000, 664.86, 925.80
0.0472917000, 662.67, 925.67
0.0473272900, 662.07, 926.25
0.0473628900, 662.40, 926.18
0.0473984900, 662.52, 925.90
0.0474340900, 661.58, 924.64
0.0474696900, 660.96, 923.67
0.0475052900, 662.30, 923.44
0.0475408900, 662.02, 922.47
0.0475764900, 661.80, 922.14
0.0476120900, 661.37, 921.22
0.0476476900, 661.87, 920.60
0.0476832900, 661.22, 919.90
0.0477188900, 658.63, 920.33
0.0477544900, 659.71, 920.93
0.0477900900, 658.29, 918.74
0.0478256900, 659.09, 919.74
0.0478612900, 659.48, 919.04
0.0478968900, 657.76, 918.58
0.0479324900, 658.23, 917.96
0.0479680900, 656.41, 916.67
0.0480036800, 658.22, 915.63
0.0480392800, 656.88, 915.06
0.0480748800, 656.42, 915.93
0.0481104900, 655.53, 916.19
0.0481460800, 657.35, 916.75
0.0481816800, 656.14, 914.78
0.0482172800, 655.88, 915.14
0.0482528800, 655.67, 914.30
0.0482884800, 655.62, 913.55
0.0483240800, 655.32, 913.03
0.0483596800, 654.17, 911.71
0.0483952800, 653.29, 912.48
0.0484308800, 653.24, 911.83
0.0484664800, 653.91, 912.13
0.0485020800, 652.24, 912.05
0.0485376800, 652.42, 910.30
0.0485732800, 651.16, 910.96
0.0486088800, 652.40, 910.02
0.0486444800, 651.22, 909.84
0.0486800700, 651.17, 908.55
0.0487156700, 650.37, 908.30
0.0487512700, 651.48, 908.11
0.0487868700, 651.91, 907.28
0.0488224700, 650.87, 906.48
0.0488580700, 651.24, 906.51
0.0488936700, 648.73, 906.69
0.0489292700, 649.40, 905.65
0.0489648700, 650.36, 905.47
0.0490004700, 649.08, 905.65
0.0490360700, 646.85, 905.65
0.0490716700, 647.49, 905.17
0.0491072700, 647.89, 905.41
0.0491428700, 647.58, 905.94
0.0491784700, 647.25, 904.28
0.0492140700, 644.73, 903.02
0.0492496700, 645.52, 902.82
0.0492852700, 645.95, 903.17
0.0493208700, 644.63, 901.86
0.0493564600, 644.22, 902.16
0.0493920600, 644.23, 902.58
0.0494276600, 644.27, 902.38
0.0494632600, 644.05, 901.28
0.0494988600, 641.67, 900.29
0.0495344600, 641.35, 899.89
0.0495700600, 641.97, 899.98
0.0496056600, 640.95, 899.15
0.0496412600, 642.11, 898.72
0.0496768600, 639.71, 899.57
0.0497124600, 640.99, 898.55
0.0497480600, 639.56, 898.69
0.0497836600, 639.55, 898.09
0.0498192600, 640.75, 897.15
0.0498548600, 637.74, 896.39
0.0498904600, 637.83, 896.95
0.0499260600, 637.11, 895.60
0.0499616600, 638.16, 895.37
0.0499972600, 636.81, 896.72
0.0500328500, 637.28, 895.99
0.0500684500, 635.87, 896.42
0.0501040600, 635.65, 894.81
0.0501396500, 635.93, 894.87
0.0501752500, 635.88, 893.41
0.0502108500, 635.01, 893.28
0.0502464500, 634.25, 891.54
0.0502820500, 634.68, 892.83
0.0503176500, 634.64, 893.84
0.0503532500, 634.66, 894.04
0.0503888500, 633.37, 893.59
0.0504244500, 632.58, 892.63
0.0504600500, 632.23, 893.18
0.0504956500, 631.56, 891.37
0.0505312500, 631.79, 891.50
0.0505668500, 631.43, 890.46
0.0506024500, 631.27, 890.76
0.0506380500, 631.41, 890.30
0.0506736400, 630.82, 890.83
0.0507092400, 629.57, 889.12
0.0507448400, 630.05, 888.90
0.0507804500, 629.40, 888.40
0.0508160400, 629.67, 888.57
0.0508516400, 628.25, 888.13
0.0508872400, 627.98, 887.98
0.0509228400, 629.40, 888.67
0.0509584400, 629.04, 887.53
0.0509940400, 628.13, 887.59
0.0510296400, 627.40, 887.09
0.0510652400, 626.66, 886.92
0.0511008400, 627.29, 886.12
0.0511364400, 626.93, 886.07
0.0511720400, 625.22, 886.16
0.0512076400, 623.98, 885.94
0.0512432400, 624.17, 887.26
0.0512788400, 625.45, 885.66
0.0513144400, 624.81, 885.14
0.0513500300, 624.32, 883.73
0.0513856300, 623.65, 884.11
0.0514212300, 623.02, 883.38
0.0514568400, 623.28, 883.39
0.0514924300, 622.82, 883.69
0.0515280300, 621.91, 882.74
0.0515636300, 623.79, 882.23
0.0515992300, 621.33, 881.93
0.0516348300, 622.09, 881.67
0.0516704300, 619.46, 882.40
0.0517060300, 621.12, 882.68
0.0517416300, 620.54, 882.60
0.0517772300, 620.28, 882.43
0.0518128300, 619.49, 880.34
0.0518484300, 619.27, 880.64
0.0518840300, 620.74, 879.84
0.0519196300, 618.71, 880.43
0.0519552300, 617.51, 879.41
0.0519908300, 617.38, 879.06
0.0520264200, 617.60, 878.59
0.0520620200, 617.29, 878.12
0.0520976200, 617.20, 878.61
0.0521332200, 616.55, 877.70
0.0521688200, 614.71, 878.16
0.0522044200, 616.72, 878.83
0.0522400200, 615.68, 877.19
0.0522756200, 615.08, 877.63
0.0523112200, 613.81, 875.59
0.0523468200, 614.65, 875.84
0.0523824200, 613.56, 875.35
0.0524180200, 613.38, 875.71
0.0524536200, 612.77, 875.45
0.0524892200, 612.63, 876.91
0.0525248200, 612.44, 875.49
0.0525604200, 612.21, 874.50
0.0525960200, 612.44, 875.54
0.0526316200, 611.14, 873.35
0.0526672200, 610.42, 872.66
0.0527028100, 610.12, 872.22
0.0527384100, 611.16, 872.59
0.0527740200, 609.67, 872.82
0.0528096100, 610.46, 873.21
0.0528452100, 609.18, 872.85
0.0528808100, 608.82, 872.35
0.0529164100, 608.64, 871.21
0.0529520100, 608.87, 870.08
0.0529876100, 607.65, 870.70
0.0530232100, 606.91, 869.73
0.0530588100, 606.74, 869.18
0.0530944100, 606.69, 869.26
0.0531300100, 606.81, 870.31
0.0531656100, 607.01, 870.82
0.0532012100, 606.39, 869.35
0.0532368100, 606.99, 870.56
0.0532724100, 605.50, 868.84
0.0533080100, 605.65, 868.89
0.0533436100, 604.17, 869.17
0.0533792000, 603.93, 867.83
0.0534148000, 604.43, 867.04
0.0534504100, 604.75, 867.52
0.0534860000, 605.02, 867.72
0.0535216000, 603.35, 866.98
0.0535572000, 604.24, 867.42
0.0535928000, 603.17, 867.46
0.0536284000, 603.95, 866.76
0.0536640000, 602.06, 865.40
0.0536996000, 602.01, 864.48
0.0537352000, 602.06, 864.93
0.0537708000, 603.28, 865.43
0.0538064000, 601.57, 864.75
0.0538420000, 601.16, 864.78
0.0538776000, 600.21, 865.13
0.0539132000, 600.97, 864.38
0.0539488000, 601.03, 864.09
0.0539844000, 599.33, 864.11
0.0540200000, 599.51, 863.66
0.0540555900, 599.58, 863.39
0.0540911900, 600.21, 864.08
0.0541268000, 600.02, 863.01
0.0541623900, 599.18, 863.07
0.0541979900, 598.83, 862.96
0.0542335900, 599.11, 861.92
0.0542691900, 597.98, 861.34
0.0543047900, 597.07, 860.90
0.0543403900, 597.16, 860.76
0.0543759900, 597.54, 861.09
0.0544115900, 598.35, 861.12
0.0544471900, 597.79, 860.51
0.0544827900, 596.89, 860.16
0.0545183900, 595.12, 860.13
0.0545539900, 596.08, 860.74
0.0545895900, 595.67, 860.22
0.0546251900, 595.57, 859.33
0.0546607900, 596.00, 858.86
0.0546963800, 596.77, 859.47
0.0547319800, 596.89, 859.59
0.0547675800, 596.72, 858.84
0.0548031900, 594.69, 859.27
0.0548387800, 595.02, 857.83
0.0548743800, 595.58, 857.75
0.0549099800, 593.98, 857.14
0.0549455800, 594.46, 857.25
0.0549811800, 592.43, 857.08
0.0550167800, 593.82, 856.39
0.0550523800, 594.19, 856.32
0.0550879800, 593.45, 856.19
0.0551235800, 592.99, 856.86
0.0551591800, 594.60, 855.91
0.0551947800, 592.60, 855.69
0.0552303800, 591.00, 855.60
0.0552659800, 590.77, 855.29
0.0553015800, 593.86, 855.41
0.0553371800, 591.77, 854.90
0.0553727700, 591.41, 854.55
0.0554083700, 591.34, 853.75
0.0554439800, 590.46, 854.56
0.0554795700, 589.41, 854.43
0.0555151700, 589.55, 854.79
0.0555507700, 589.62, 855.23
0.0555863700, 589.04, 854.75
0.0556219700, 589.81, 855.31
0.0556575700, 591.02, 854.18
0.0556931700, 588.45, 853.69
0.0557287700, 588.05, 853.41
0.0557643700, 588.87, 853.01
0.0557999700, 586.91, 851.91
0.0558355700, 587.18, 851.46
0.0558711700, 586.44, 851.29
0.0559067700, 586.96, 851.54
0.0559423700, 587.55, 853.34
0.0559779700, 587.45, 852.03
0.0560135700, 585.99, 851.37
0.0560491600, 585.59, 850.67
0.0560847600, 584.03, 850.53
0.0561203700, 585.01, 850.39
0.0561559600, 585.58, 850.99
0.0561915600, 584.23, 850.54
0.0562271600, 583.84, 850.62
0.0562627600, 584.94, 850.56
0.0562983600, 583.93, 849.87
0.0563339600, 584.13, 849.86
0.0563695600, 582.57, 849.94
0.0564051600, 582.03, 850.13
0.0564407600, 581.74, 848.77
0.0564763600, 581.12, 848.49
0.0565119600, 579.97, 847.71
0.0565475600, 579.95, 847.22
0.0565831600, 579.78, 846.73
0.0566187600, 579.29, 847.04
0.0566543600, 578.95, 846.60
0.0566899600, 578.01, 847.21
0.0567255500, 577.62, 847.51
0.0567611500, 577.84, 847.27
0.0567967600, 577.35, 847.18
0.0568323500, 577.08, 845.60
0.0568679500, 576.70, 845.97
0.0569035500, 576.22, 846.86
0.0569391500, 577.35, 846.40
0.0569747500, 575.34, 845.12
0.0570103500, 575.41, 845.33
0.0570459500, 574.67, 844.65
0.0570815500, 575.05, 845.06
0.0571171500, 573.74, 845.35
0.0571527500, 572.37, 845.37
0.0571883500, 574.52, 846.41
0.0572239500, 572.83, 844.57
0.0572595500, 571.59, 844.89
0.0572951500, 572.36, 844.15
0.0573307500, 573.51, 843.03
